Airline,Source,Destination,Total_Stops,Price
Air India,Delhi,Cochin,1,11563
IndiGo,Banglore,New Delhi,0,4777
IndiGo,Kolkata,Banglore,0,4174
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Delhi,Cochin,2,13775
Air India,Delhi,Cochin,1,5117
Jet Airways,Mumbai,Hyderabad,0,5678
Jet Airways,Delhi,Cochin,1,5177
SpiceJet,Delhi,Cochin,1,5975
IndiGo,Banglore,New Delhi,0,6860
IndiGo,Kolkata,Banglore,0,4804
Multiple carriers,Delhi,Cochin,1,13377
Air India,Delhi,Cochin,1,8372
Multiple carriers,Delhi,Cochin,1,7933
IndiGo,Mumbai,Hyderabad,0,4049
Air India,Banglore,New Delhi,0,11423
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,2,12819
SpiceJet,Banglore,Delhi,0,5621
Air India,Banglore,Delhi,0,5228
Jet Airways,Delhi,Cochin,2,9254
IndiGo,Mumbai,Hyderabad,0,4392
Jet Airways,Mumbai,Hyderabad,0,8040
Air Asia,Banglore,Delhi,0,4483
Air India,Delhi,Cochin,2,12760
Jet Airways,Banglore,Delhi,0,7229
Vistara,Banglore,Delhi,0,5403
Air India,Delhi,Cochin,1,7934
GoAir,Kolkata,Banglore,1,6945
SpiceJet,Banglore,Delhi,0,4423
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Delhi,Cochin,1,11399
Jet Airways,Delhi,Cochin,0,7202
Multiple carriers,Delhi,Cochin,1,13727
SpiceJet,Delhi,Cochin,1,4957
Jet Airways,Delhi,Cochin,1,10262
SpiceJet,Mumbai,Hyderabad,0,2017
Jet Airways,Delhi,Cochin,1,12242
Jet Airways,Mumbai,Hyderabad,0,10875
Jet Airways,Kolkata,Banglore,1,10844
Air Asia,Kolkata,Banglore,0,4409
Air India,Banglore,New Delhi,1,6987
Jet Airways,Delhi,Cochin,2,12074
Multiple carriers,Delhi,Cochin,1,7354
Air India,Delhi,Cochin,2,13381
Air India,Delhi,Cochin,0,5201
Jet Airways,Kolkata,Banglore,1,9663
Air India,Delhi,Cochin,0,6094
Jet Airways,Delhi,Cochin,0,7202
Vistara,Chennai,Kolkata,0,11982
Jet Airways,Banglore,New Delhi,1,7832
Air India,Chennai,Kolkata,0,7817
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,2,13376
Multiple carriers,Delhi,Cochin,1,9646
SpiceJet,Kolkata,Banglore,0,3841
SpiceJet,Delhi,Cochin,1,4957
IndiGo,Kolkata,Banglore,0,4148
Jet Airways,Banglore,New Delhi,1,26890
Jet Airways,Delhi,Cochin,2,8834
IndiGo,Delhi,Cochin,1,5241
Jet Airways,Delhi,Cochin,0,7989
IndiGo,Delhi,Cochin,1,5883
Air Asia,Kolkata,Banglore,1,6857
SpiceJet,Banglore,New Delhi,1,5822
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Mumbai,Hyderabad,0,4995
SpiceJet,Banglore,Delhi,0,4991
Jet Airways,Banglore,New Delhi,1,16736
Jet Airways,Delhi,Cochin,2,18804
IndiGo,Delhi,Cochin,1,6442
Air India,Kolkata,Banglore,0,5170
SpiceJet,Banglore,New Delhi,0,4377
Jet Airways,Delhi,Cochin,0,9564
SpiceJet,Banglore,Delhi,0,3573
Jet Airways,Delhi,Cochin,1,17024
Air Asia,Banglore,Delhi,0,3383
Jet Airways,Banglore,New Delhi,1,27992
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Banglore,New Delhi,1,9134
Air India,Mumbai,Hyderabad,0,3100
Multiple carriers,Delhi,Cochin,1,13727
Vistara,Kolkata,Banglore,1,8452
Jet Airways,Delhi,Cochin,1,14714
Jet Airways,Banglore,New Delhi,1,7280
Air India,Mumbai,Hyderabad,2,18797
IndiGo,Mumbai,Hyderabad,0,2754
Air Asia,Kolkata,Banglore,0,4409
IndiGo,Delhi,Cochin,0,5021
Jet Airways,Mumbai,Hyderabad,0,8040
Air India,Delhi,Cochin,1,10454
Multiple carriers,Delhi,Cochin,1,10197
Air India,Banglore,Delhi,0,5228
Jet Airways,Delhi,Cochin,1,14714
Air India,Banglore,New Delhi,0,7276
IndiGo,Delhi,Cochin,1,7731
Air Asia,Kolkata,Banglore,1,6857
Air India,Banglore,Delhi,0,6961
Jet Airways,Delhi,Cochin,2,7791
IndiGo,Banglore,New Delhi,0,4777
Jet Airways,Delhi,Cochin,1,16289
Jet Airways,Kolkata,Banglore,1,12681
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Delhi,Cochin,2,13014
Jet Airways,Delhi,Cochin,1,5406
Multiple carriers,Delhi,Cochin,1,9315
Air India,Delhi,Cochin,1,7480
Jet Airways,Banglore,New Delhi,1,14815
Air India,Kolkata,Banglore,1,12173
Air India,Banglore,New Delhi,2,7664
Air India,Delhi,Cochin,2,12777
Multiple carriers,Delhi,Cochin,1,8837
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,14571
IndiGo,Delhi,Cochin,1,6093
IndiGo,Delhi,Cochin,1,7514
IndiGo,Delhi,Cochin,0,6015
Jet Airways,Delhi,Cochin,1,12898
Air India,Delhi,Cochin,1,8792
IndiGo,Banglore,Delhi,0,4823
SpiceJet,Banglore,Delhi,0,3919
IndiGo,Chennai,Kolkata,0,3597
SpiceJet,Mumbai,Hyderabad,0,2017
Air Asia,Banglore,Delhi,0,3383
SpiceJet,Mumbai,Hyderabad,0,1965
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,17234
Jet Airways,Kolkata,Banglore,1,14178
IndiGo,Delhi,Cochin,1,5636
IndiGo,Banglore,Delhi,0,4823
Air India,Delhi,Cochin,1,7480
Jet Airways,Kolkata,Banglore,1,14571
IndiGo,Mumbai,Hyderabad,0,13999
Jet Airways,Kolkata,Banglore,1,14151
Air India,Banglore,Delhi,0,6121
SpiceJet,Chennai,Kolkata,0,3543
Air India,Delhi,Cochin,2,10651
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Delhi,Cochin,1,6582
Jet Airways,Delhi,Cochin,2,15544
IndiGo,Delhi,Cochin,1,8574
IndiGo,Mumbai,Hyderabad,0,4784
IndiGo,Delhi,Cochin,1,6818
Jet Airways,Banglore,New Delhi,1,25735
Jet Airways,Delhi,Cochin,2,9483
Jet Airways,Delhi,Cochin,2,10368
Multiple carriers,Delhi,Cochin,1,8073
IndiGo,Kolkata,Banglore,0,4778
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,10844
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,2,8728
Jet Airways,Kolkata,Banglore,1,11467
Multiple carriers,Delhi,Cochin,1,15078
Multiple carriers,Delhi,Cochin,1,7198
Air India,Delhi,Cochin,1,8372
Multiple carriers,Delhi,Cochin,1,7308
SpiceJet,Delhi,Cochin,1,4414
IndiGo,Kolkata,Banglore,0,5224
Jet Airways,Banglore,New Delhi,1,7832
IndiGo,Banglore,New Delhi,0,6860
Multiple carriers,Delhi,Cochin,1,15136
Jet Airways,Delhi,Cochin,1,5963
Air India,Delhi,Cochin,2,8665
Jet Airways,Delhi,Cochin,2,15129
SpiceJet,Kolkata,Banglore,0,3841
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Delhi,Cochin,2,16914
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Kolkata,Banglore,1,5386
Jet Airways,Kolkata,Banglore,1,14388
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Delhi,Cochin,1,6442
Jet Airways,Delhi,Cochin,2,10368
Jet Airways,Delhi,Cochin,1,12767
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,7408
Multiple carriers,Delhi,Cochin,1,13587
Air India,Kolkata,Banglore,1,8891
IndiGo,Delhi,Cochin,1,5883
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,14781
IndiGo,Chennai,Kolkata,0,6297
Air Asia,Kolkata,Banglore,0,4409
Air India,Delhi,Cochin,2,12383
SpiceJet,Mumbai,Hyderabad,0,2017
Air India,Mumbai,Hyderabad,1,12308
SpiceJet,Chennai,Kolkata,0,3384
Jet Airways,Banglore,New Delhi,1,9134
IndiGo,Delhi,Cochin,1,7464
Multiple carriers,Delhi,Cochin,1,6093
Multiple carriers,Delhi,Cochin,1,15237
Jet Airways,Mumbai,Hyderabad,0,4995
Air India,Delhi,Cochin,0,6934
Jet Airways,Kolkata,Banglore,1,13784
Air Asia,Kolkata,Banglore,0,4409
Multiple carriers,Delhi,Cochin,1,15898
Air India,Delhi,Cochin,2,11989
SpiceJet,Mumbai,Hyderabad,0,2017
Multiple carriers,Delhi,Cochin,1,11098
IndiGo,Delhi,Cochin,1,6794
Jet Airways,Kolkata,Banglore,1,10844
Multiple carriers,Delhi,Cochin,2,34608
Air India,Delhi,Cochin,0,6094
IndiGo,Kolkata,Banglore,1,4565
Air India,Delhi,Cochin,3,10493
Air India,Delhi,Cochin,2,9653
Air India,Banglore,New Delhi,2,12305
Air India,Banglore,Delhi,0,6961
Multiple carriers,Delhi,Cochin,1,9794
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Delhi,Cochin,1,12898
Multiple carriers,Delhi,Cochin,1,7155
Multiple carriers,Delhi,Cochin,1,13377
Vistara,Banglore,Delhi,0,4668
IndiGo,Banglore,New Delhi,1,8110
Jet Airways,Banglore,Delhi,0,4544
Air India,Delhi,Cochin,2,9653
Jet Airways,Kolkata,Banglore,1,14781
Vistara Premium economy,Banglore,Delhi,0,5969
SpiceJet,Mumbai,Hyderabad,0,2017
Jet Airways,Kolkata,Banglore,1,14151
Jet Airways,Kolkata,Banglore,1,13731
Jet Airways,Delhi,Cochin,1,15400
Jet Airways,Kolkata,Banglore,1,8066
Jet Airways,Delhi,Cochin,2,21314
Air India,Banglore,New Delhi,1,14069
Jet Airways,Mumbai,Hyderabad,0,2470
IndiGo,Kolkata,Banglore,0,4804
Air India,Banglore,New Delhi,1,9029
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Mumbai,Hyderabad,0,2754
Jet Airways,Kolkata,Banglore,1,13364
IndiGo,Kolkata,Banglore,1,6933
Jet Airways,Delhi,Cochin,2,15129
Multiple carriers,Delhi,Cochin,1,11200
Jet Airways,Mumbai,Hyderabad,0,3210
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Delhi,Cochin,2,10919
IndiGo,Delhi,Cochin,1,6442
IndiGo,Delhi,Cochin,0,4729
IndiGo,Delhi,Cochin,1,6442
SpiceJet,Kolkata,Banglore,0,3841
Air India,Delhi,Cochin,2,10441
Multiple carriers,Delhi,Cochin,1,13587
Jet Airways,Kolkata,Banglore,1,11467
IndiGo,Chennai,Kolkata,0,7295
SpiceJet,Chennai,Kolkata,0,3597
Multiple carriers,Delhi,Cochin,1,7787
IndiGo,Delhi,Cochin,1,14871
IndiGo,Chennai,Kolkata,0,3540
IndiGo,Delhi,Cochin,1,6442
Air Asia,Banglore,Delhi,0,3383
Air Asia,Kolkata,Banglore,0,4409
IndiGo,Chennai,Kolkata,0,3850
Multiple carriers,Delhi,Cochin,1,8018
Jet Airways,Kolkata,Banglore,1,11467
Vistara,Banglore,Delhi,0,4668
Jet Airways,Delhi,Cochin,2,13922
Air India,Mumbai,Hyderabad,0,3625
Air Asia,Kolkata,Banglore,0,5989
IndiGo,Banglore,Delhi,0,4423
Jet Airways,Delhi,Cochin,0,9564
Jet Airways,Kolkata,Banglore,1,8529
Air India,Kolkata,Banglore,0,4145
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Delhi,Cochin,1,6938
Jet Airways,Banglore,New Delhi,1,14815
Multiple carriers,Delhi,Cochin,1,15077
Jet Airways,Delhi,Cochin,2,13014
Air India,Kolkata,Banglore,2,11201
Jet Airways,Kolkata,Banglore,1,12692
Multiple carriers,Delhi,Cochin,1,9646
Jet Airways,Delhi,Cochin,1,16079
Air India,Kolkata,Banglore,2,6117
Multiple carriers,Delhi,Cochin,1,6795
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Delhi,Cochin,1,15851
Vistara,Chennai,Kolkata,0,3687
IndiGo,Banglore,Delhi,0,4990
Jet Airways,Delhi,Cochin,1,15554
Multiple carriers,Delhi,Cochin,1,9526
IndiGo,Delhi,Cochin,0,6015
Air India,Kolkata,Banglore,2,10676
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Delhi,Cochin,2,15129
Multiple carriers,Delhi,Cochin,1,13378
SpiceJet,Kolkata,Banglore,0,4174
Multiple carriers,Delhi,Cochin,1,9103
IndiGo,Chennai,Kolkata,0,3850
Vistara,Delhi,Cochin,0,6216
Vistara,Kolkata,Banglore,1,8610
Jet Airways,Kolkata,Banglore,1,10539
IndiGo,Delhi,Cochin,1,6674
Multiple carriers,Delhi,Cochin,1,7618
IndiGo,Banglore,Delhi,0,3943
Vistara,Banglore,New Delhi,0,11913
IndiGo,Banglore,New Delhi,0,6860
Jet Airways,Delhi,Cochin,2,13292
Multiple carriers,Delhi,Cochin,1,17057
Jet Airways,Delhi,Cochin,2,13014
Air India,Delhi,Cochin,2,11552
IndiGo,Chennai,Kolkata,0,6297
IndiGo,Chennai,Kolkata,0,4332
Air India,Delhi,Cochin,0,5674
Multiple carriers,Delhi,Cochin,1,10711
Jet Airways,Kolkata,Banglore,1,11467
Air India,Kolkata,Banglore,2,12434
Air India,Delhi,Cochin,0,5201
Vistara,Banglore,Delhi,0,4878
Jet Airways,Delhi,Cochin,2,13014
SpiceJet,Chennai,Kolkata,0,3597
Air India,Banglore,New Delhi,2,12599
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,1,12898
IndiGo,Banglore,Delhi,0,3943
Multiple carriers,Delhi,Cochin,1,7198
SpiceJet,Kolkata,Banglore,1,4963
IndiGo,Banglore,New Delhi,0,12649
Multiple carriers,Delhi,Cochin,1,17267
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Banglore,New Delhi,1,13502
Multiple carriers,Delhi,Cochin,1,11622
SpiceJet,Kolkata,Banglore,0,5515
Jet Airways,Kolkata,Banglore,1,9314
Multiple carriers,Delhi,Cochin,1,11789
IndiGo,Banglore,Delhi,0,4823
Air India,Delhi,Cochin,2,10467
Multiple carriers,Delhi,Cochin,1,7408
Air India,Delhi,Cochin,1,7480
SpiceJet,Kolkata,Banglore,0,3841
SpiceJet,Chennai,Kolkata,0,3543
Air India,Delhi,Cochin,3,10493
Multiple carriers,Delhi,Cochin,1,9103
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Banglore,Delhi,0,4823
Air Asia,Banglore,New Delhi,0,4482
Jet Airways,Kolkata,Banglore,1,8529
Air India,Delhi,Cochin,0,7931
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Delhi,Cochin,2,10368
Air India,Kolkata,Banglore,2,10151
SpiceJet,Chennai,Kolkata,0,3543
Multiple carriers,Delhi,Cochin,1,7530
Multiple carriers,Delhi,Cochin,1,6805
GoAir,Banglore,Delhi,0,3419
Air Asia,Banglore,Delhi,0,7120
Jet Airways,Kolkata,Banglore,1,14151
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Kolkata,Banglore,1,12121
SpiceJet,Mumbai,Hyderabad,0,2017
SpiceJet,Mumbai,Hyderabad,0,2647
IndiGo,Delhi,Cochin,1,6147
Jet Airways,Delhi,Cochin,2,14237
Jet Airways,Kolkata,Banglore,1,13044
Jet Airways,Delhi,Cochin,1,15554
SpiceJet,Banglore,Delhi,0,4423
Air India,Delhi,Cochin,1,8372
Jet Airways,Kolkata,Banglore,1,10844
Vistara,Kolkata,Banglore,1,9555
Air India,Delhi,Cochin,2,8839
Air India,Kolkata,Banglore,2,10151
Air India,Kolkata,Banglore,2,11432
SpiceJet,Banglore,Delhi,0,4319
Air India,Kolkata,Banglore,2,9626
Air India,Kolkata,Banglore,1,10623
Jet Airways,Delhi,Cochin,0,9564
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Banglore,Delhi,0,7229
IndiGo,Delhi,Cochin,1,5684
Jet Airways,Kolkata,Banglore,1,14388
SpiceJet,Banglore,Delhi,0,5515
Jet Airways,Kolkata,Banglore,1,12692
Jet Airways,Kolkata,Banglore,1,9314
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Kolkata,Banglore,0,4807
Multiple carriers,Delhi,Cochin,1,14848
IndiGo,Delhi,Cochin,1,6171
SpiceJet,Mumbai,Hyderabad,0,1965
Jet Airways,Kolkata,Banglore,1,10539
Air Asia,Banglore,Delhi,0,4483
Multiple carriers,Delhi,Cochin,1,8371
Jet Airways,Delhi,Cochin,1,15764
Jet Airways,Kolkata,Banglore,1,10844
Air India,Kolkata,Banglore,2,11642
IndiGo,Banglore,Delhi,0,4423
Vistara,Banglore,Delhi,0,4878
SpiceJet,Mumbai,Hyderabad,0,2227
Jet Airways,Kolkata,Banglore,1,10844
Air Asia,Kolkata,Banglore,0,4107
Vistara,Kolkata,Banglore,1,11262
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Banglore,Delhi,0,4544
Jet Airways,Banglore,Delhi,0,6144
GoAir,Banglore,New Delhi,0,5706
Jet Airways,Banglore,New Delhi,1,5853
Jet Airways,Kolkata,Banglore,2,10118
Air India,Kolkata,Banglore,2,14687
Multiple carriers,Delhi,Cochin,1,9254
Jet Airways,Delhi,Cochin,2,10368
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Banglore,Delhi,0,7229
IndiGo,Delhi,Cochin,1,6093
Multiple carriers,Delhi,Cochin,1,16023
IndiGo,Chennai,Kolkata,0,3597
Jet Airways,Kolkata,Banglore,1,8824
IndiGo,Delhi,Cochin,1,7060
Jet Airways,Kolkata,Banglore,1,14231
Jet Airways,Banglore,Delhi,0,4544
Jet Airways,Delhi,Cochin,1,16289
IndiGo,Kolkata,Banglore,0,6565
IndiGo,Chennai,Kolkata,0,3597
Air India,Delhi,Cochin,1,7480
Vistara,Kolkata,Banglore,1,9922
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Delhi,Cochin,2,14300
Jet Airways,Delhi,Cochin,1,12242
Multiple carriers,Delhi,Cochin,1,10678
Multiple carriers,Delhi,Cochin,1,9450
IndiGo,Kolkata,Banglore,0,4174
Jet Airways,Banglore,Delhi,0,4544
IndiGo,Kolkata,Banglore,1,5386
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Delhi,Cochin,1,6412
Jet Airways,Delhi,Cochin,2,15339
Jet Airways,Banglore,New Delhi,0,7229
Vistara,Banglore,Delhi,0,4878
Air Asia,Kolkata,Banglore,0,3807
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,10577
Vistara,Mumbai,Hyderabad,1,12395
SpiceJet,Kolkata,Banglore,0,3841
Air Asia,Delhi,Cochin,1,8759
IndiGo,Delhi,Cochin,1,7738
IndiGo,Delhi,Cochin,1,7503
IndiGo,Delhi,Cochin,1,5883
Jet Airways,Kolkata,Banglore,1,12692
IndiGo,Banglore,Delhi,0,4823
SpiceJet,Mumbai,Hyderabad,0,2017
Air India,Delhi,Cochin,2,8603
Jet Airways,Banglore,Delhi,0,5769
Jet Airways,Kolkata,Banglore,1,12681
SpiceJet,Banglore,Delhi,0,3625
IndiGo,Delhi,Cochin,1,8854
IndiGo,Mumbai,Hyderabad,0,2754
Air India,Delhi,Cochin,1,8372
Jet Airways,Delhi,Cochin,1,10262
Air India,Chennai,Kolkata,0,10810
IndiGo,Chennai,Kolkata,0,3540
Jet Airways,Banglore,Delhi,0,8016
IndiGo,Banglore,New Delhi,0,6860
Air Asia,Delhi,Cochin,1,6451
Jet Airways,Kolkata,Banglore,1,13067
Jet Airways,Kolkata,Banglore,1,11467
Air India,Kolkata,Banglore,1,10203
Air Asia,Kolkata,Banglore,0,4082
Air India,Delhi,Cochin,2,13276
Jet Airways,Banglore,New Delhi,2,23001
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Banglore,Delhi,0,4990
Jet Airways,Banglore,New Delhi,1,10037
Jet Airways,Kolkata,Banglore,1,14388
IndiGo,Banglore,New Delhi,0,7303
Air India,Delhi,Cochin,2,12287
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Mumbai,Hyderabad,0,4995
Multiple carriers,Delhi,Cochin,1,9794
IndiGo,Kolkata,Banglore,1,4226
IndiGo,Delhi,Cochin,1,7318
Jet Airways,Kolkata,Banglore,1,8529
Air India,Kolkata,Banglore,2,9416
Jet Airways,Delhi,Cochin,2,11507
Air India,Kolkata,Banglore,2,9920
Multiple carriers,Delhi,Cochin,1,7038
GoAir,Delhi,Cochin,1,4959
Jet Airways,Mumbai,Hyderabad,0,5678
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Kolkata,Banglore,1,7064
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Kolkata,Banglore,1,14571
IndiGo,Kolkata,Banglore,0,4148
Air India,Kolkata,Banglore,2,13873
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,2,15129
Multiple carriers,Delhi,Cochin,1,6645
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Banglore,New Delhi,1,5746
GoAir,Delhi,Cochin,1,5199
IndiGo,Chennai,Kolkata,0,4332
IndiGo,Delhi,Cochin,1,6416
Air India,Banglore,New Delhi,2,12935
Jet Airways,Banglore,New Delhi,1,7832
Jet Airways,Kolkata,Banglore,1,8586
Jet Airways,Banglore,Delhi,0,5769
Jet Airways,Mumbai,Hyderabad,0,8040
Vistara,Delhi,Cochin,0,12411
Air India,Kolkata,Banglore,1,8366
Multiple carriers,Delhi,Cochin,1,7354
Air India,Banglore,New Delhi,2,13576
Multiple carriers,Delhi,Cochin,1,11622
Air India,Kolkata,Banglore,2,12723
Jet Airways,Kolkata,Banglore,1,13759
IndiGo,Delhi,Cochin,1,6412
IndiGo,Delhi,Cochin,2,6494
Jet Airways,Mumbai,Hyderabad,0,5678
Air India,Kolkata,Banglore,1,8891
Jet Airways,Delhi,Cochin,1,17024
Jet Airways,Delhi,Cochin,2,10368
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Banglore,New Delhi,1,7832
Jet Airways,Kolkata,Banglore,1,14151
Multiple carriers,Delhi,Cochin,1,7154
Air Asia,Kolkata,Banglore,1,5192
Multiple carriers,Delhi,Cochin,2,21483
Jet Airways,Kolkata,Banglore,1,6812
IndiGo,Banglore,New Delhi,1,13292
IndiGo,Kolkata,Banglore,0,4174
Jet Airways,Delhi,Cochin,2,11150
IndiGo,Delhi,Cochin,1,5912
Air India,Delhi,Cochin,1,8907
Air India,Banglore,New Delhi,1,8767
Jet Airways,Delhi,Cochin,1,12242
Air India,Kolkata,Banglore,1,6327
SpiceJet,Chennai,Kolkata,0,3543
Multiple carriers,Delhi,Cochin,1,15058
Jet Airways,Banglore,New Delhi,1,11087
Jet Airways,Kolkata,Banglore,1,13941
SpiceJet,Delhi,Cochin,1,7317
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Delhi,Cochin,1,5065
Air India,Delhi,Cochin,1,8907
SpiceJet,Kolkata,Banglore,0,4148
Multiple carriers,Delhi,Cochin,1,13587
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Banglore,New Delhi,1,12284
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Banglore,New Delhi,0,19685
Air India,Kolkata,Banglore,1,10203
Jet Airways,Kolkata,Banglore,1,13941
Air India,Banglore,New Delhi,0,25703
Jet Airways,Delhi,Cochin,1,10262
SpiceJet,Chennai,Kolkata,0,3543
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Delhi,Cochin,1,15554
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,12692
Jet Airways,Mumbai,Hyderabad,0,3210
Air India,Delhi,Cochin,2,9601
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Kolkata,Banglore,1,11134
Multiple carriers,Delhi,Cochin,1,8055
Jet Airways,Delhi,Cochin,1,12242
Air India,Banglore,New Delhi,1,8425
SpiceJet,Mumbai,Hyderabad,0,2753
SpiceJet,Banglore,Delhi,0,3311
IndiGo,Kolkata,Banglore,1,4226
Jet Airways,Banglore,New Delhi,1,26890
Multiple carriers,Delhi,Cochin,1,12524
SpiceJet,Kolkata,Banglore,0,3847
Jet Airways,Kolkata,Banglore,1,12681
Jet Airways,Delhi,Cochin,2,13882
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Banglore,New Delhi,1,12547
Jet Airways,Kolkata,Banglore,1,14178
IndiGo,Delhi,Cochin,1,14871
Jet Airways,Delhi,Cochin,2,10368
Multiple carriers,Delhi,Cochin,1,15078
IndiGo,Kolkata,Banglore,0,4804
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Kolkata,Banglore,0,3841
GoAir,Delhi,Cochin,1,5457
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Delhi,Cochin,1,15764
Vistara,Banglore,Delhi,0,4668
Jet Airways,Delhi,Cochin,0,9564
IndiGo,Delhi,Cochin,1,7191
Jet Airways,Delhi,Cochin,1,15764
Jet Airways,Kolkata,Banglore,1,14388
Jet Airways,Delhi,Cochin,1,6540
SpiceJet,Banglore,Delhi,0,3625
Multiple carriers,Delhi,Cochin,1,8266
SpiceJet,Kolkata,Banglore,1,10944
IndiGo,Delhi,Cochin,1,5073
Jet Airways,Banglore,New Delhi,1,9134
Vistara,Kolkata,Banglore,1,8085
Jet Airways,Banglore,New Delhi,1,22270
Air India,Kolkata,Banglore,2,9836
IndiGo,Delhi,Cochin,1,14871
Jet Airways,Mumbai,Hyderabad,2,23528
Jet Airways,Banglore,Delhi,0,8016
Jet Airways,Banglore,New Delhi,1,12284
Multiple carriers,Delhi,Cochin,1,7005
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Delhi,Cochin,1,6827
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Mumbai,Hyderabad,0,2759
Jet Airways,Kolkata,Banglore,1,13067
GoAir,Banglore,Delhi,0,3898
Jet Airways,Delhi,Cochin,2,10368
SpiceJet,Banglore,New Delhi,0,4273
SpiceJet,Banglore,Delhi,0,3311
Multiple carriers,Delhi,Cochin,1,15136
Multiple carriers,Delhi,Cochin,1,6601
Vistara,Kolkata,Banglore,1,8452
Jet Airways,Kolkata,Banglore,1,9314
IndiGo,Delhi,Cochin,1,6386
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Mumbai,Hyderabad,0,5678
Air Asia,Banglore,Delhi,0,4483
Jet Airways,Delhi,Cochin,1,12898
IndiGo,Banglore,New Delhi,0,7648
Jet Airways,Kolkata,Banglore,1,14571
IndiGo,Mumbai,Hyderabad,0,4049
Air India,Banglore,New Delhi,2,11728
SpiceJet,Kolkata,Banglore,0,3873
Air India,Delhi,Cochin,1,7480
Jet Airways,Banglore,Delhi,0,8541
Jet Airways,Banglore,New Delhi,1,31825
IndiGo,Chennai,Kolkata,0,3597
Jet Airways,Banglore,New Delhi,1,13817
Jet Airways,Kolkata,Banglore,1,14571
Air Asia,Delhi,Cochin,1,6853
Jet Airways,Delhi,Cochin,2,16704
SpiceJet,Banglore,Delhi,0,3573
Vistara,Kolkata,Banglore,1,9345
